customer_id,email,age,gender,location,product_id,product_name,category,subcategory,price,brand,shipping_address,purchase_date,delivery_status,return_status,discount_applied,product_rating
b5b89166-2ba1-4131-bce2-9221e16f4e40,hbali@kalita-raj.net,59,Female,Ahmedabad,e28eb3b7-ba11-472e-81ba-6c6d2e5236ce,Kurta,Fashion,Fashion,41706.03,Nike,"27
Vohra Zila
Vasai-Virar 574989",2023-03-12,Out for Delivery,Not Returned,5,5.0
6e8ecc61-678a-48d8-aa9b-f9f47a53a036,hshah@hotmail.com,27,Male,Bangalore,50cc6dab-b728-434f-a689-ce4d5736ed47,Smartwatch,Electronics,Electronics,45849.21,Xiaomi,"H.No. 71, Butala Marg
Faridabad 624194",2023-05-14,Returned,Returned,25,4.0
9136cd1c-d19d-483b-9bcf-29ff9b5181c9,prisha46@gmail.com,60,Other,Lucknow,da310182-405d-4a78-9876-127b0aa8c226,Mixer Grinder,Home & Kitchen,Home & Kitchen,43382.81,Usha,"28/66, Tripathi Zila
Aizawl-703373",2023-04-05,Out for Delivery,Not Returned,30,
368aea40-3cff-449a-8550-73728f0f171f,ranbirkulkarni@yahoo.com,52,Male,Ahmedabad,617fd359-dc47-4105-b842-8885191e2f40,Smartwatch,Electronics,Electronics,46259.12,OnePlus,"05/62
Randhawa Circle
Raurkela Industrial Township-618204",2023-04-20,In Transit,Returned,30,2.0
805bb537-492f-4f18-ae29-17503b61884b,kamdarpiya@lata-kannan.com,58,Male,Jaipur,dad2be9a-d162-457d-a907-508862b54946,Hair Dryer,Beauty & Personal Care,Beauty & Personal Care,27261.33,Loreal,"26/726
Deep Road
Sikar 547309",2023-09-14,Out for Delivery,Exchange Requested,25,4.5
68ea8935-92cf-4678-97fc-564423ee19f4,hanshsoni@rau.info,25,Female,Bangalore,4a227578-b0cb-45fb-a390-7c97b0b75102,Spices,Groceries,Groceries,18578.57,Aashirvaad,"10, Bhargava Circle
Ratlam-426689",2023-04-27,In Transit,Returned,5,5.0
06ef4f31-554d-4d95-b8aa-d04b9e8b7926,nkhurana@bahl.com,39,Female,Kolkata,204c39c1-d225-42e7-bf1c-c802edb569c6,Mixer Grinder,Home & Kitchen,Home & Kitchen,7982.85,Usha,"40/08
Gara Chowk, Eluru 702375",2023-06-12,Delivered,Exchange Requested,5,1.5
32ccaa43-c8aa-43f5-a6bc-f704db083f85,daniamira@banerjee.biz,54,Male,Mumbai,ce6136ed-8c6a-4102-8c49-b3e3836c358d,Shirt,Fashion,Fashion,14231.44,Manyavar,"50/263
Chander Path
Khammam 686268",2024-06-21,Out for Delivery,Not Returned,20,4.0
1097a52d-5ce8-48d3-87aa-4dabaa4910c4,himmatdutta@singhal-kunda.com,38,Other,Pune,155dda8e-480f-4826-8b63-68c59d6810e4,Cooking Oil,Groceries,Groceries,19765.9,Tata,"62/059, Rau Road
Mira-Bhayandar-865053",2024-08-10,In Transit,Not Returned,20,4.5
f35b1cee-734b-4dcd-a0ab-f70ca501262d,borarohan@maharaj.com,52,Female,Chennai,350f413d-83c2-4320-a656-4d262010ebc3,Wheat Flour,Groceries,Groceries,27831.12,Aashirvaad,"04/781
Warrior Chowk
Ahmednagar-699721",2023-08-02,Delivered,Returned,5,5.0
